dataset,model,threshold,precision,recall,dice,tp,fp,fn
Thebe,Hybrid DSA,0.4575,0.1628807038264294,0.17411187219959304,0.1683091338262427,8586004,44127447,40727141
Thebe,Hybrid DSA,0.4475,0.15940334821925076,0.17976444211781667,0.1689727313779889,8864750,46747319,40448395
Thebe,Hybrid DSA,0.4375,0.15600540024514217,0.1856155797810097,0.16952725100931337,9153288,49519604,40159857
Thebe,Hybrid DSA,0.4275,0.1526744061263224,0.19168065634426681,0.16996834699222163,9452376,52459612,39860769
Thebe,Hybrid DSA,0.4175,0.14940347601064413,0.197973684298578,0.17029304152588642,9762705,55581859,39550440
Thebe,Hybrid DSA,0.4075,0.14620604746610064,0.20453844507382363,0.1705216090068864,10086434,58901369,39226711
Thebe,Hybrid DSA,0.3975,0.1430581798462136,0.21136613777117644,0.17062968564877554,10423129,62436242,38890016
Thebe,Hybrid DSA,0.3875,0.13998297291103018,0.21854540001453973,0.17065670178586712,10777161,66211924,38535984
Thebe,Hybrid DSA,0.3775,0.13692921143948503,0.22604849072189576,0.17054844634987146,11147162,70261048,38165983
Thebe,Hybrid DSA,0.3675,0.13392353760587627,0.23396256718163078,0.1703412782193263,11537430,74611952,37775715
Thebe,Hybrid DSA,0.3575,0.13094018047845138,0.24231074696209295,0.17001009565683584,11949105,79307108,37364040
Thebe,Hybrid DSA,0.3475,0.12798490689687725,0.25117692250210366,0.16956799207363615,12386324,84393244,36926821
Thebe,Hybrid DSA,0.3375,0.12505133033897356,0.26063677342014996,0.1690120848103881,12852819,89927527,36460326
Thebe,Hybrid DSA,0.3275,0.1221257562865213,0.2707262941757213,0.16832114473606338,13350365,95966174,35962780
Thebe,Hybrid DSA,0.3175,0.11920485123938714,0.2815290933076769,0.16749084595382843,13883085,102581009,35430060
Thebe,Hybrid DSA,0.3075,0.11630291383721895,0.29312356776271314,0.166531118905381,14454845,109831336,34858300
Thebe,Hybrid DSA,0.2975,0.11343530155658815,0.30556509831202205,0.16545029113605603,15068376,117768367,34244769
Thebe,Hybrid DSA,0.2875,0.11062130287051986,0.3188828252588635,0.1642602772960614,15725115,126427568,33588030
Thebe,Hybrid DSA,0.2775,0.10788176925741638,0.33306677154742415,0.1629751740636552,16424570,135821450,32888575
Thebe,Hybrid DSA,0.2675,0.10524786946523723,0.3481054797863734,0.16162827585665993,17166176,145936185,32146969
Thebe,Hybrid DSA,0.2575,0.10273115518972363,0.3638764065848974,0.1602264800535226,17943890,156724544,31369255
Thebe,Hybrid DSA,0.2475,0.10036255414475699,0.3802920296403728,0.15881292180774678,18753396,168103108,30559749
Thebe,Hybrid DSA,0.2375,0.09816188984504409,0.3972293391549048,0.1574221760528887,19588628,179965680,29724517
Thebe,Hybrid DSA,0.2275,0.09613416084674974,0.41454346503351186,0.15607414981930162,20442442,192202489,28870703
Thebe,Hybrid DSA,0.2175,0.09426209816559468,0.4320087879205433,0.15475701146310647,21303712,204701357,28009433
Thebe,Hybrid DSA,0.2075,0.09254734487276167,0.44956479656691944,0.15349602080499056,22169454,217377710,27143691
Thebe,Hybrid DSA,0.1975,0.09097157174789257,0.46712978861924137,0.152286068799397,23035639,230182356,26277506
Thebe,Hybrid DSA,0.1875,0.0895047499834895,0.48463447220817085,0.15110302725108893,23898850,243113236,25414295
Thebe,Hybrid DSA,0.1775,0.0881263207701453,0.5021266033630587,0.14993765657384625,24761442,256215249,24551703
Thebe,Hybrid DSA,0.1675,0.08680969383261826,0.519668437289895,0.1487679625054706,25626485,269576549,23686660
Thebe,Hybrid DSA,0.1575,0.08553921169292833,0.5374335382584096,0.14758796818498582,26502538,283326574,22810607
Thebe,Hybrid DSA,0.1475,0.0842883516974362,0.5555070154215473,0.1463679579209482,27393798,297607195,21919347
Thebe,Hybrid DSA,0.1375,0.08304078553515937,0.5740912894523357,0.1450940943521033,28310247,312609541,21002898
Thebe,Hybrid DSA,0.1275,0.0817818661369584,0.5933489336362546,0.1437504645898174,29259902,328519926,20053243
Thebe,Hybrid DSA,0.1175,0.08048572870817096,0.6133869579804736,0.14229958100454682,30248040,345570636,19065105
Thebe,Hybrid DSA,0.1075,0.07913342169572796,0.6344060392011096,0.14071463003130574,31284557,364054812,18028588
Thebe,Hybrid DSA,0.0975,0.07770589649315318,0.6566154521274196,0.1389661146435823,32379773,384316700,16933372
Thebe,Hybrid DSA,0.0875,0.07616428252368666,0.6801969738494675,0.1369893395556699,33542652,406856061,15770493
Thebe,Hybrid DSA,0.0775,0.07446502095580135,0.705431300315565,0.13471010217164198,34787036,432372384,14526109
Thebe,Hybrid DSA,0.0675,0.07254884166783947,0.7326638972225357,0.13202453092977343,36129961,461878831,13183184
Thebe,Hybrid DSA,0.0575,0.07032564499979692,0.7623206753493414,0.128771825156553,37592430,496955529,11720715
Thebe,Hybrid DSA,0.0475,0.06766374185336009,0.7949040159576113,0.12471177979212641,39199217,540124597,10113928
Thebe,Hybrid DSA,0.0375,0.0643511919182371,0.8309512200043213,0.11945170865420746,40976818,595791776,8336327
Thebe,Hybrid DSA,0.0275,0.05999853584969343,0.870887103225722,0.1122628793281684,42946182,672840985,6366963
Thebe,Hybrid DSA,0.0175,0.05266647255574059,0.9147278681982258,0.09959845357144846,45108108,811378112,4205037
Thebe,Hybrid DSA,0.0075,0.028942187175577835,0.9623465508030364,0.05619435172421798,47456335,1592237815,1856810
CRACKS reserve,Hybrid DSA,0.9975,0.0,0.0,0.0,0,0,233174
CRACKS reserve,Hybrid DSA,0.9875,0.0,0.0,0.0,0,0,233174
CRACKS reserve,Hybrid DSA,0.9775,0.375,2.5731856896566512e-05,5.146018268364853e-05,6,10,233168
CRACKS reserve,Hybrid DSA,0.9675,0.3225806451612903,8.577285632188838e-05,0.00017150011147507247,20,42,233154
CRACKS reserve,Hybrid DSA,0.9575,0.30405405405405406,0.00019298892672424886,0.0003857330213181783,45,103,233129
CRACKS reserve,Hybrid DSA,0.9475,0.29,0.0003731119250002144,0.0007452649973872893,87,213,233087
CRACKS reserve,Hybrid DSA,0.9375,0.301498127340824,0.0006904714933912014,0.0013777876666609616,161,373,233013
CRACKS reserve,Hybrid DSA,0.9275,0.29334916864608074,0.0010592947755753215,0.002110966771502803,247,595,232927
CRACKS reserve,Hybrid DSA,0.9175,0.26571668063704945,0.0013594997727019308,0.0027051590027606276,317,876,232857
CRACKS reserve,Hybrid DSA,0.9075,0.2536144578313253,0.0018055186255757504,0.0035855114676750384,421,1239,232753
CRACKS reserve,Hybrid DSA,0.8975,0.2463436928702011,0.002311578477874892,0.004580178618468572,539,1649,232635
CRACKS reserve,Hybrid DSA,0.8875,0.23851280252542967,0.002916277114944205,0.0057621014723016626,680,2171,232494
CRACKS reserve,Hybrid DSA,0.8775,0.23308906426155582,0.0035467076089100843,0.006987098790986896,827,2721,232347
CRACKS reserve,Hybrid DSA,0.8675,0.23132151671527934,0.0044215907433933456,0.008677319036657674,1031,3426,232143
CRACKS reserve,Hybrid DSA,0.8575,0.22717977319204313,0.005240721521267379,0.010245102765423198,1222,4157,231952
CRACKS reserve,Hybrid DSA,0.8475,0.22437587222825245,0.006205666154888624,0.012077304766236963,1447,5002,231727
CRACKS reserve,Hybrid DSA,0.8375,0.22339010111761576,0.007200631288222529,0.013951555943329594,1679,5837,231495
CRACKS reserve,Hybrid DSA,0.8275,0.22138018142151797,0.008268503349430039,0.015941591595936878,1928,6781,231246
CRACKS reserve,Hybrid DSA,0.8175,0.219061023424148,0.009344952696269738,0.01792523064646822,2179,7768,230995
CRACKS reserve,Hybrid DSA,0.8075,0.2188365650969529,0.010502886256615232,0.020043786958034087,2449,8742,230725
CRACKS reserve,Hybrid DSA,0.7975,0.2189922480620155,0.011630799317248064,0.02208846789760464,2712,9672,230462
CRACKS reserve,Hybrid DSA,0.7875,0.21782538988485645,0.012818753377306218,0.024212623938824444,2989,10733,230185
CRACKS reserve,Hybrid DSA,0.7775,0.218568665377176,0.01405388250834141,0.026409635447098123,3277,11716,229897
CRACKS reserve,Hybrid DSA,0.7675,0.22293735441951698,0.015597793922135401,0.029155710895914833,3637,12677,229537
CRACKS reserve,Hybrid DSA,0.7575,0.22492332159491082,0.016983025551733897,0.03158146582662094,3960,13646,229214
CRACKS reserve,Hybrid DSA,0.7475,0.22537518495032763,0.018291061610642697,0.03383604788613952,4265,14659,228909
CRACKS reserve,Hybrid DSA,0.7375,0.22640201950205416,0.01961625224081587,0.03610430307407539,4574,15629,228600
CRACKS reserve,Hybrid DSA,0.7275,0.2282059600500533,0.02111727722644892,0.038657355613913195,4924,16653,228250
CRACKS reserve,Hybrid DSA,0.7175,0.22972501091226538,0.022571127141104926,0.041103700348323204,5263,17647,227911
CRACKS reserve,Hybrid DSA,0.7075,0.23074709099132437,0.024067863483921877,0.043589195906716637,5612,18709,227562
CRACKS reserve,Hybrid DSA,0.6975,0.232413525068014,0.025646084040244623,0.04619472854803325,5980,19750,227194
CRACKS reserve,Hybrid DSA,0.6875,0.2345148979891384,0.02740871623765943,0.049081120932625774,6391,20861,226783
CRACKS reserve,Hybrid DSA,0.6775,0.23675341371043396,0.02922281214886737,0.05202420263022275,6814,21967,226360
CRACKS reserve,Hybrid DSA,0.6675,0.23779501567915498,0.030895382847144194,0.0546857505057521,7204,23091,225970
CRACKS reserve,Hybrid DSA,0.6575,0.24047058823529413,0.032872447185363717,0.05783836196325962,7665,24210,225509
CRACKS reserve,Hybrid DSA,0.6475,0.24158911954187545,0.03473800681036479,0.06074195169140089,8100,25428,225074
CRACKS reserve,Hybrid DSA,0.6375,0.242949063182063,0.036757957576745263,0.06385475297351864,8571,26708,224603
CRACKS reserve,Hybrid DSA,0.6275,0.24436577852240177,0.038782196985941826,0.0669405581464209,9043,27963,224131
CRACKS reserve,Hybrid DSA,0.6175,0.24558240173097728,0.04088792060864419,0.07010397211723701,9534,29288,223640
CRACKS reserve,Hybrid DSA,0.6075,0.246674399664355,0.042864984946863714,0.07303803897067151,9995,30524,223179
CRACKS reserve,Hybrid DSA,0.5975,0.24808045598002731,0.04517227478192251,0.07642799094444767,10533,31925,222641
CRACKS reserve,Hybrid DSA,0.5875,0.2492955523996303,0.04742810090318818,0.07969445295187995,11059,33302,222115
CRACKS reserve,Hybrid DSA,0.5775,0.2499622641509434,0.0497139475241665,0.08293358230578539,11592,34783,221582
CRACKS reserve,Hybrid DSA,0.5675,0.2507916796026079,0.05196548500261607,0.0860921741169282,12117,36198,221057
CRACKS reserve,Hybrid DSA,0.5575,0.2512817467387216,0.05444003190750255,0.08949173572654755,12694,37823,220480
CRACKS reserve,Hybrid DSA,0.5475,0.25192606930054273,0.0569360220264695,0.0928807298371299,13276,39422,219898
CRACKS reserve,Hybrid DSA,0.5375,0.252283996585357,0.05956924871555148,0.09638102771735171,13890,41167,219284
CRACKS reserve,Hybrid DSA,0.5275,0.25270531653510375,0.06219389811900126,0.09982069169640799,14502,42885,218672
CRACKS reserve,Hybrid DSA,0.5175,0.25334935015099186,0.06512304116239374,0.10361262456884934,15185,44752,217989
CRACKS reserve,Hybrid DSA,0.5075,0.25387056447735357,0.06793210220693559,0.10718345693715152,15840,46554,217334
CRACKS reserve,Hybrid DSA,0.4975,0.254601604031589,0.07106710010550062,0.11111781667001945,16571,48515,216603
CRACKS reserve,Hybrid DSA,0.4875,0.25608300296228614,0.07451945757245662,0.1154447939885791,17376,50477,215798
CRACKS reserve,Hybrid DSA,0.4775,0.25654265101145846,0.07777453746987228,0.11936260958850012,18135,52555,215039
CRACKS reserve,Hybrid DSA,0.4675,0.25772761842677094,0.08138557472102378,0.12370683754554995,18977,54655,214197
CRACKS reserve,Hybrid DSA,0.4575,0.25823680739647675,0.08480791168826714,0.12768320360547666,19775,56802,213399
CRACKS reserve,Hybrid DSA,0.4475,0.25881807705796883,0.08861622650895898,0.13202773074342672,20663,59173,212511
CRACKS reserve,Hybrid DSA,0.4375,0.25954996754573645,0.09260466432792679,0.13650558842866536,21593,61601,211581
CRACKS reserve,Hybrid DSA,0.4275,0.26033863875070695,0.09673462735982571,0.14105654831699577,22556,64085,210618
CRACKS reserve,Hybrid DSA,0.4175,0.261268245143857,0.10117766131729952,0.14586733936785873,23592,66706,209582
CRACKS reserve,Hybrid DSA,0.4075,0.26238738738738737,0.10592090027189996,0.15091872338085316,24698,69430,208476
CRACKS reserve,Hybrid DSA,0.3975,0.2625532174940417,0.11055263451328193,0.15559096560798658,25778,72404,207396
CRACKS reserve,Hybrid DSA,0.3875,0.2623934291901594,0.11536020311012377,0.1602619098686876,26899,75615,206275
CRACKS reserve,Hybrid DSA,0.3775,0.2627520980916245,0.12057519277449458,0.1652967875452707,28115,78887,205059
CRACKS reserve,Hybrid DSA,0.3675,0.26330524696327307,0.1262447785773714,0.1706631262827128,29437,82361,203737
CRACKS reserve,Hybrid DSA,0.3575,0.26334136463833496,0.13218454887766218,0.17601708659798523,30822,86220,202352
CRACKS reserve,Hybrid DSA,0.3475,0.2630488849023525,0.13834732860438986,0.18132762240415504,32259,90376,200915
CRACKS reserve,Hybrid DSA,0.3375,0.2633067806489217,0.145303507252095,0.18726595900499932,33881,94794,199293
CRACKS reserve,Hybrid DSA,0.3275,0.2636405284781131,0.15301448703543277,0.19364135183687647,35679,99653,197495
CRACKS reserve,Hybrid DSA,0.3175,0.26382584009107135,0.16101280588744885,0.1999786939384255,37544,104762,195630
CRACKS reserve,Hybrid DSA,0.3075,0.2638001665278934,0.16984312144578725,0.20664285583839248,39603,110522,193571
CRACKS reserve,Hybrid DSA,0.2975,0.26373612520564005,0.17944539271102267,0.21357493779110573,41842,116809,191332
CRACKS reserve,Hybrid DSA,0.2875,0.26317672951098336,0.18923636426016624,0.2201643061892989,44125,123538,189049
CRACKS reserve,Hybrid DSA,0.2775,0.2628526099040203,0.20036968101074734,0.22739706025503748,46721,131025,186453
CRACKS reserve,Hybrid DSA,0.2675,0.2621376744284797,0.21180320275845507,0.23429757457154718,49387,139014,183787
CRACKS reserve,Hybrid DSA,0.2575,0.2614190720643641,0.22407300985530118,0.2413096340497463,52248,147615,180926
CRACKS reserve,Hybrid DSA,0.2475,0.2608190997452109,0.23706759758806728,0.24837682032018762,55278,156662,177896
CRACKS reserve,Hybrid DSA,0.2375,0.26019062529187553,0.2508898933843396,0.25545563117204095,58501,166338,174673
CRACKS reserve,Hybrid DSA,0.2275,0.25967343894682593,0.2657929271702677,0.2626975498205971,61976,176693,171198
CRACKS reserve,Hybrid DSA,0.2175,0.25899397366149557,0.28052441524355204,0.2693295891561602,65411,187147,167763
CRACKS reserve,Hybrid DSA,0.2075,0.25846472827164974,0.29617796152229664,0.2760391789292345,69061,198136,164113
CRACKS reserve,Hybrid DSA,0.1975,0.2572935833484009,0.31123967509242023,0.2817072531669892,72573,209490,160601
CRACKS reserve,Hybrid DSA,0.1875,0.2563513186547302,0.32715482858294664,0.2874573716439001,76284,221292,156890
CRACKS reserve,Hybrid DSA,0.1775,0.25496511175092407,0.3425639222211739,0.2923434469128573,79877,233409,153297
CRACKS reserve,Hybrid DSA,0.1675,0.2537980095700744,0.35894653777865454,0.29735039577086503,83697,246081,149477
CRACKS reserve,Hybrid DSA,0.1575,0.25236916640494667,0.37563364697607793,0.3019042218955358,87588,259475,145586
CRACKS reserve,Hybrid DSA,0.1475,0.2508461477325981,0.39254376559993825,0.3060914987217066,91531,273358,141643
CRACKS reserve,Hybrid DSA,0.1375,0.2490111573758019,0.40984843936287924,0.3097984297097362,95566,288216,137608
CRACKS reserve,Hybrid DSA,0.1275,0.24732015982492536,0.4284482832562807,0.3136100804249148,99903,304039,133271
CRACKS reserve,Hybrid DSA,0.1175,0.24538654773010862,0.4478372374278436,0.31704980697501073,104424,321125,128750
CRACKS reserve,Hybrid DSA,0.1075,0.24308351864094396,0.4683455273744071,0.3200518150659338,109206,340047,123968
CRACKS reserve,Hybrid DSA,0.0975,0.24044745759859654,0.49022618302212084,0.3226437435345223,114308,361089,118866
CRACKS reserve,Hybrid DSA,0.0875,0.23742140545767634,0.5138394503675366,0.3247779610501734,119814,384833,113360
CRACKS reserve,Hybrid DSA,0.0775,0.2338816070638864,0.5398071826189884,0.32636112364328423,125869,412305,107305
CRACKS reserve,Hybrid DSA,0.0675,0.22968144017931222,0.5686697487713038,0.32720659452109896,132599,444718,100575
CRACKS reserve,Hybrid DSA,0.0575,0.22434057312477862,0.6002770463259197,0.3266156177844256,139969,483944,93205
CRACKS reserve,Hybrid DSA,0.0475,0.21790339678634424,0.6373609407566881,0.3247723724078099,148616,533411,84558
CRACKS reserve,Hybrid DSA,0.0375,0.20958542887921064,0.6800286481340115,0.3204178071188465,158565,598000,74609
CRACKS reserve,Hybrid DSA,0.0275,0.19824527915378598,0.730467376294098,0.3118547121688995,170326,688842,62848
CRACKS reserve,Hybrid DSA,0.0175,0.1808678891161587,0.7959935498812046,0.2947596606226154,185605,840586,47569
CRACKS reserve,Hybrid DSA,0.0075,0.1380138335901654,0.8876504241467745,0.23888526289243717,206977,1292706,26197
Thebe,SwinUNETR,0.9975,0.8142139822325222,4.274722287536112e-05,8.548995742413567e-05,2108,481,49311037
Thebe,SwinUNETR,0.9875,0.6236157170133655,0.0012584068608887144,0.0025117452199239242,62056,37454,49251089
Thebe,SwinUNETR,0.9775,0.5760660485422205,0.0037835347958439887,0.007517694250348751,186578,137305,49126567
Thebe,SwinUNETR,0.9675,0.5467542825118321,0.007201284769000233,0.014215339711685012,355118,294384,48958027
Thebe,SwinUNETR,0.9575,0.5252790924322313,0.011246636165671444,0.02202176903410667,554607,501226,48758538
Thebe,SwinUNETR,0.9475,0.5077765283353315,0.015777436219085197,0.03060395807021538,778035,754204,48535110
Thebe,SwinUNETR,0.9375,0.49267925570943666,0.020683146451113594,0.03969966306989901,1019951,1050262,48293194
Thebe,SwinUNETR,0.9275,0.47930555022894406,0.02585034882686959,0.049055017238169074,1274762,1384840,48038383
Thebe,SwinUNETR,0.9175,0.4673390211788027,0.031208636155734947,0.05851000705258419,1538996,1754108,47774149
Thebe,SwinUNETR,0.9075,0.45652731851107836,0.036720452528428274,0.0679735042369771,1810801,2155667,47502344
Thebe,SwinUNETR,0.8975,0.44653281089843777,0.042351121592427335,0.07736464265870083,2088467,2588607,47224678
Thebe,SwinUNETR,0.8875,0.43733777143833036,0.04808665113531088,0.08664627433432832,2371304,3050830,46941841
Thebe,SwinUNETR,0.8775,0.4289055529053664,0.053913920923112896,0.09578727170826042,2658665,3540054,46654480
Thebe,SwinUNETR,0.8675,0.420942534534195,0.05979805181762388,0.10471986017796513,2948830,4056473,46364315
Thebe,SwinUNETR,0.8575,0.4135195111779403,0.0657504403744681,0.11346044071953974,3242361,4598529,46070784
Thebe,SwinUNETR,0.8475,0.40649216591471027,0.07175841248819154,0.12198305169785942,3538633,5166659,45774512
Thebe,SwinUNETR,0.8375,0.39979851784559944,0.07782127868745747,0.1302828404598655,3837612,5761253,45475533
Thebe,SwinUNETR,0.8275,0.3933571527091189,0.08391515081830615,0.1383219790927946,4138120,6381887,45175025
Thebe,SwinUNETR,0.8175,0.3872705309502563,0.09006750634136192,0.14614586845035107,4441512,7027246,44871633
Thebe,SwinUNETR,0.8075,0.38134880674443555,0.09622314699255138,0.15367142898434394,4745066,7697784,44568079
Thebe,SwinUNETR,0.7975,0.3756907946869207,0.1024401708712758,0.16098446649471057,5051647,8394642,44261498
Thebe,SwinUNETR,0.7875,0.3701739929377334,0.1086874503745401,0.1680371976038525,5359720,9119201,43953425
Thebe,SwinUNETR,0.7775,0.3647845233803911,0.11495977391018156,0.17482457455181996,5669028,9871730,43644117
Thebe,SwinUNETR,0.7675,0.35956436947967335,0.1212726343047072,0.18137255637864666,5980335,10651833,43332810
Thebe,SwinUNETR,0.7575,0.3545540650630456,0.12763473106410067,0.18769997604868777,6294070,11458004,43019075
Thebe,SwinUNETR,0.7475,0.34965467586092197,0.13403961560350694,0.19379008259316394,6609915,12294208,42703230
Thebe,SwinUNETR,0.7375,0.34484695750651806,0.14047806117415548,0.19963294752045777,6927415,13160960,42385730
Thebe,SwinUNETR,0.7275,0.34019278221364413,0.14697426010853698,0.2052666872610339,7247763,14057107,42065382
Thebe,SwinUNETR,0.7175,0.33558498617322535,0.1534968617394003,0.2106446699843688,7569413,14986462,41743732
Thebe,SwinUNETR,0.7075,0.33109989231279097,0.16006959199215545,0.21580748138762706,7893535,15946808,41419610
Thebe,SwinUNETR,0.6975,0.3266714484117917,0.1667047599580193,0.22075521465683393,8220736,16944414,41092409
Thebe,SwinUNETR,0.6875,0.32229583744678714,0.1733643838777673,0.22545532960469314,8549143,17976620,40764002
Thebe,SwinUNETR,0.6775,0.3180285071331221,0.1800820856183478,0.22995390053548795,8880414,19042913,40432731
Thebe,SwinUNETR,0.6675,0.3137781378707776,0.1868345651042942,0.23421140366564464,9213400,20149385,40099745
Thebe,SwinUNETR,0.6575,0.3096130083009011,0.19363692986930767,0.2382613799932942,9548846,21292384,39764299
Thebe,SwinUNETR,0.6475,0.3054695581887145,0.20047257176560124,0.24207617551723992,9885933,22477138,39427212
Thebe,SwinUNETR,0.6375,0.30140829628201826,0.20738022285944244,0.24570570012123624,10226571,23702724,39086574
Thebe,SwinUNETR,0.6275,0.29738215037071336,0.2143347580041792,0.24911950412931344,10569521,24972360,38743624
Thebe,SwinUNETR,0.6175,0.29339311522751815,0.22136931238111054,0.2523425514056649,10916417,26291058,38396728
Thebe,SwinUNETR,0.6075,0.2894393602169319,0.2284520080801985,0.25535472149854094,11265687,27656756,38047458
Thebe,SwinUNETR,0.5975,0.28550395036441034,0.23558394014415426,0.2581527868088631,11617385,29073418,37695760
Thebe,SwinUNETR,0.5875,0.28160471180352686,0.24277693097854539,0.2607533220195914,11972094,30541733,37341051
Thebe,SwinUNETR,0.5775,0.2777387356839587,0.25004762928829627,0.26316675468853157,12330635,32065891,36982510
Thebe,SwinUNETR,0.5675,0.27389137562979143,0.2573756348332681,0.26537678903356726,12692002,33647544,36621143
Thebe,SwinUNETR,0.5575,0.27004856744437195,0.26475999452073073,0.26737813237017133,13056148,35291259,36256997
Thebe,SwinUNETR,0.5475,0.26622848491172885,0.2722321401322102,0.26919684315175935,13424623,37000571,35888522
Thebe,SwinUNETR,0.5375,0.2624243580038399,0.2797718539346862,0.2708205905528469,13796430,38776548,35516715
Thebe,SwinUNETR,0.5275,0.2586487203026589,0.2873964132687136,0.2722658254468657,14172421,40621668,35140724
Thebe,SwinUNETR,0.5175,0.25487978987358806,0.2950998967922245,0.2735191917436145,14552304,42542470,34760841
Thebe,SwinUNETR,0.5075,0.2510968433252256,0.30286881925701553,0.2745636041865129,14935414,44545278,34377731
Thebe,SwinUNETR,0.4975,0.24734502164077324,0.31074617122878695,0.27544429809820054,15323871,46629553,33989274
Thebe,SwinUNETR,0.4875,0.24359462693709905,0.3187031165828097,0.2761325923227063,15716253,48801808,33596892
Thebe,SwinUNETR,0.4775,0.23986750954057925,0.32676798447959465,0.27665412231279823,16113957,51064616,33199188
Thebe,SwinUNETR,0.4675,0.23613371085342136,0.3349160147867267,0.27698099778324803,16515762,53426653,32797383
Thebe,SwinUNETR,0.4575,0.2324089329168241,0.34317598279322886,0.2771343090715527,16923087,55892905,32390058
Thebe,SwinUNETR,0.4475,0.22867564288459297,0.3515243045236721,0.27709429028936533,17334769,58470283,31978376
Thebe,SwinUNETR,0.4375,0.22496000457398324,0.36000382859377555,0.2768939149230497,17752921,61162978,31560224
Thebe,SwinUNETR,0.4275,0.22122654523261998,0.3685765124086083,0.276495373964791,18175667,63982950,31137478
Thebe,SwinUNETR,0.4175,0.21750411332716835,0.3772980003607557,0.2759367027792252,18605751,66936314,30707394
Thebe,SwinUNETR,0.4075,0.2137636259845379,0.3861127291719074,0.27517956431220736,19040433,70031938,30272712
Thebe,SwinUNETR,0.3975,0.21003511930840127,0.39509937968872194,0.2742687633546755,19483593,73279908,29829552
Thebe,SwinUNETR,0.3875,0.2062850354297334,0.40417614816495684,0.2731557494060675,19931197,76688497,29381948
Thebe,SwinUNETR,0.3775,0.20253984257342939,0.41342165461156455,0.27188178879409647,20387122,80270219,28926023
Thebe,SwinUNETR,0.3675,0.19876921515683293,0.4227740493939294,0.27040584551244623,20848318,84038739,28464827
Thebe,SwinUNETR,0.3575,0.19499972159773937,0.4322866651478019,0.26876329898238693,21317415,88002818,27995730
Thebe,SwinUNETR,0.3475,0.1912323832901513,0.44199886257508014,0.2669624926239275,21796354,92182009,27516791
Thebe,SwinUNETR,0.3375,0.18744572383939534,0.451853942797605,0.26497147987869696,22282339,96591213,27030806
Thebe,SwinUNETR,0.3275,0.1836578349950136,0.46191961595635406,0.2628194540662879,22778709,101249264,26534436
Thebe,SwinUNETR,0.3175,0.1798452043553361,0.4721522628499967,0.2604743866968123,23283313,106179761,26029832
Thebe,SwinUNETR,0.3075,0.17602111073001822,0.4825656729052669,0.257951564943651,23796831,111396220,25516314
Thebe,SwinUNETR,0.2975,0.1721828390048626,0.49319533361743606,0.2552526554681713,24321013,116930073,24992132
Thebe,SwinUNETR,0.2875,0.16832633768805313,0.5040453615359556,0.25237263803315213,24856062,122809849,24457083
Thebe,SwinUNETR,0.2775,0.1644565740515231,0.5151321823014938,0.24931805623041114,25402788,129062232,23910357
Thebe,SwinUNETR,0.2675,0.16055783365316995,0.5264500165219639,0.24606901990390515,25960906,135731024,23352239
Thebe,SwinUNETR,0.2575,0.15664131670038123,0.5380252466152787,0.24264010245608644,26531717,142847075,22781428
Thebe,SwinUNETR,0.2475,0.15269925957768743,0.5498679307515268,0.23902176773136405,27115717,150460239,22197428
Thebe,SwinUNETR,0.2375,0.14873513198465618,0.5620156045614207,0.2352201997794487,27714757,158621562,21598388
Thebe,SwinUNETR,0.2275,0.14474171702242375,0.5744682883235291,0.2312246098047092,28328838,167391087,20984307
Thebe,SwinUNETR,0.2175,0.14071829795230673,0.5872318019870767,0.227032758662904,28958247,176830534,20354898
Thebe,SwinUNETR,0.2075,0.13665501054006013,0.6003632905587344,0.22263396085783635,29605802,187040495,19707343
Thebe,SwinUNETR,0.1975,0.13255621224696892,0.6138702368303623,0.2180316989194799,30271872,198098202,19041273
Thebe,SwinUNETR,0.1875,0.12841293313116892,0.6277720068350944,0.21321251052402931,30957412,210119645,18355733
Thebe,SwinUNETR,0.1775,0.1242155561285205,0.6421204934303014,0.20816286598779565,31664981,223254628,17648164
Thebe,SwinUNETR,0.1675,0.11995702595857008,0.6569131009591864,0.20286876576637428,32394451,237656017,16918694
Thebe,SwinUNETR,0.1575,0.11564546634303723,0.6722561905147197,0.19734285358433704,33151067,253510123,16162078
Thebe,SwinUNETR,0.1475,0.11126238191557478,0.6881664310803944,0.19155435739024576,33935651,271069962,15377494
Thebe,SwinUNETR,0.1375,0.10680532282207952,0.7047025493912424,0.18549661896930764,34751099,290617507,14562046
Thebe,SwinUNETR,0.1275,0.10226834470149777,0.7219283621030458,0.17915727635357007,35600558,312508704,13712587
Thebe,SwinUNETR,0.1175,0.09763497017640997,0.739849466100773,0.17250512947771143,36484304,337196396,12828841
Thebe,SwinUNETR,0.1075,0.09290097055686147,0.7586088455725142,0.16553067666808668,37409388,365270883,11903757
Thebe,SwinUNETR,0.0975,0.08805638805743216,0.7783346002369145,0.15821340370106268,38382127,397499106,10931018
Thebe,SwinUNETR,0.0875,0.08307011997798891,0.7990171383309663,0.15049406715809235,39402048,434920705,9911097
Thebe,SwinUNETR,0.0775,0.0779312735631856,0.8208958483584854,0.14234875064413882,40480956,478963346,8832189
Thebe,SwinUNETR,0.0675,0.07260381594926717,0.8440777200480724,0.13370676953053665,41624127,531680822,7689018
Thebe,SwinUNETR,0.0575,0.06702882497506395,0.8685875540892799,0.12445357828556208,42832784,596187578,6480361
Thebe,SwinUNETR,0.0475,0.06112523408927665,0.8943746135031542,0.11442986150470988,44104425,677437597,5208720
