dataset,model,threshold,precision,recall,dice,tp,fp,fn
Thebe,U-Net,0.0175,0.04141109308409986,0.9880323390446908,0.07949052446266283,48722982,1127845381,590163
Thebe,U-Net,0.0075,0.039975827742816425,0.9917825561521173,0.07685390153728971,48907917,1174529339,405228
CRACKS reserve,U-Net,0.9975,0.0,0.0,0.0,0,0,233174
CRACKS reserve,U-Net,0.9875,0.0,0.0,0.0,0,0,233174
CRACKS reserve,U-Net,0.9775,0.0,0.0,0.0,0,0,233174
CRACKS reserve,U-Net,0.9675,0.0,0.0,0.0,0,0,233174
CRACKS reserve,U-Net,0.9575,0.0,0.0,0.0,0,0,233174
CRACKS reserve,U-Net,0.9475,0.8148148148148148,9.435014195407721e-05,0.0001886784361988156,22,5,233152
CRACKS reserve,U-Net,0.9375,0.7721518987341772,0.0002616072117817595,0.0005230372170990298,61,18,233113
CRACKS reserve,U-Net,0.9275,0.7935779816513762,0.0007419352071843345,0.0014824844039213,173,45,233001
CRACKS reserve,U-Net,0.9175,0.7721179624664879,0.0012351291310351926,0.0024663129905329547,288,85,232886
CRACKS reserve,U-Net,0.9075,0.7295918367346939,0.0018398277681045056,0.0036703998083520845,429,159,232745
CRACKS reserve,U-Net,0.8975,0.686819830713422,0.00243594911954163,0.004854680108204666,568,259,232606
CRACKS reserve,U-Net,0.8875,0.6609294320137694,0.0032936776827605136,0.006554690700532569,768,394,232406
CRACKS reserve,U-Net,0.8775,0.6264980026631158,0.004035612889944848,0.008019567403569176,941,561,232233
CRACKS reserve,U-Net,0.8675,0.5740645822655048,0.004803279954025749,0.009526847421584264,1120,831,232054
CRACKS reserve,U-Net,0.8575,0.5275590551181102,0.005459442304888195,0.010807047927092752,1273,1140,231901
CRACKS reserve,U-Net,0.8475,0.49402526459542506,0.006205666154888624,0.012257362252915042,1447,1482,231727
CRACKS reserve,U-Net,0.8375,0.4617579908675799,0.00693902407644077,0.013672584693127371,1618,1886,231556
CRACKS reserve,U-Net,0.8275,0.4325965508865679,0.00763807285546416,0.015011104508809858,1781,2336,231393
CRACKS reserve,U-Net,0.8175,0.41110183639399,0.008448626347706005,0.016556987132615584,1970,2822,231204
CRACKS reserve,U-Net,0.8075,0.3876961933970774,0.009216293411786905,0.018004582832391494,2149,3394,231025
CRACKS reserve,U-Net,0.7975,0.3685217668633392,0.009911053547994202,0.019302971454822612,2311,3960,230863
CRACKS reserve,U-Net,0.7875,0.35388513513513514,0.01078164803966137,0.020925760993515844,2514,4590,230660
CRACKS reserve,U-Net,0.7775,0.33887915936952717,0.011617933388799781,0.022465667086844027,2709,5285,230465
CRACKS reserve,U-Net,0.7675,0.3258753775590111,0.012492816523283042,0.024063144069091706,2913,6026,230261
CRACKS reserve,U-Net,0.7575,0.3149065184436584,0.013363411014950208,0.025638810378945897,3116,6779,230058
CRACKS reserve,U-Net,0.7475,0.3050986094701445,0.014396973933628964,0.027496447249331427,3357,7646,229817
CRACKS reserve,U-Net,0.7375,0.29760039581100023,0.015477711923284758,0.029425073684982938,3609,8518,229565
CRACKS reserve,U-Net,0.7275,0.28716266587147754,0.0165198521275957,0.03124239622366052,3852,9562,229322
CRACKS reserve,U-Net,0.7175,0.27918121448620525,0.01748908540403304,0.032916163870514686,4078,10529,229096
CRACKS reserve,U-Net,0.7075,0.2731707317073171,0.01873279182070042,0.03506124480261996,4368,11622,228806
CRACKS reserve,U-Net,0.6975,0.26767705872183484,0.019920745880758574,0.037081831499199684,4645,12708,228529
CRACKS reserve,U-Net,0.6875,0.2619945805217576,0.021147297726161578,0.039135697136847954,4931,13890,228243
CRACKS reserve,U-Net,0.6775,0.2573214549392135,0.022421024642541622,0.04124801274995957,5228,15089,227946
CRACKS reserve,U-Net,0.6675,0.25375443706198236,0.02391347234254248,0.043707965572922385,5576,16398,227598
CRACKS reserve,U-Net,0.6575,0.24985253223224066,0.025431651899439904,0.04616438569448986,5930,17804,227244
CRACKS reserve,U-Net,0.6475,0.24569763320600166,0.02675684252961308,0.04825828508665066,6239,19154,226935
CRACKS reserve,U-Net,0.6375,0.24305453476407468,0.028365083585648487,0.05080150238492085,6614,20598,226560
CRACKS reserve,U-Net,0.6275,0.2403995178233167,0.029934726856339043,0.05323997269353836,6980,22055,226194
CRACKS reserve,U-Net,0.6175,0.23795761078998073,0.031778843267259646,0.056069674705085615,7410,23730,225764
CRACKS reserve,U-Net,0.6075,0.23727535882281992,0.03374733031984698,0.059090328830283326,7869,25295,225305
CRACKS reserve,U-Net,0.5975,0.23520943886191711,0.035737260586514795,0.062047192500428144,8333,27095,224841
CRACKS reserve,U-Net,0.5875,0.23484466611837743,0.037963066208067796,0.06536049057286418,8852,28841,224322
CRACKS reserve,U-Net,0.5775,0.23386032615461222,0.04028322197157488,0.06872784344714805,9393,30772,223781
CRACKS reserve,U-Net,0.5675,0.23306824313228705,0.04260766637789805,0.07204469889521793,9935,32692,223239
CRACKS reserve,U-Net,0.5575,0.23215387327046796,0.04518942935318689,0.07565281696713838,10537,34851,222637
CRACKS reserve,U-Net,0.5475,0.2322631622723114,0.047904140255774656,0.0794265926205087,11170,36922,222004
CRACKS reserve,U-Net,0.5375,0.23135601529561722,0.050597407944281955,0.08303509531300036,11798,39197,221376
