model,inline_local_index,valid_voxels,truth_voxels,predicted_voxels,tp,fp,fn,precision,recall,dice,iou,tolerant_precision_3px,tolerant_recall_3px,tolerant_dice_3px
dip_steered_coherence,349,2277,345,475,60,415,285,0.12631578947368421,0.17391304347826086,0.14634146341463414,0.07894736842105263,0.4968421052631579,0.4579710144927536,0.4766153256215249
dip_steered_coherence,350,2150,388,513,58,455,330,0.11306042884990253,0.14948453608247422,0.12874583795782463,0.06880189798339265,0.5399610136452242,0.49742268041237114,0.5178196963459816
dip_steered_coherence,351,1528,208,497,61,436,147,0.1227364185110664,0.2932692307692308,0.17304964539007092,0.09472049689440994,0.46680080482897385,0.7259615384615384,0.5682262394264536
dip_steered_coherence,352,11437,1801,2054,456,1598,1345,0.22200584225900682,0.2531926707384786,0.23657587548638132,0.13415710503089143,0.7775073028237586,0.5402554136590783,0.6375237730676453
dip_steered_coherence,353,1522,213,380,19,361,194,0.05,0.0892018779342723,0.06408094435075885,0.033101045296167246,0.3763157894736842,0.5352112676056338,0.44191436587646893
dip_steered_coherence,354,1537,213,428,29,399,184,0.06775700934579439,0.13615023474178403,0.0904836193447738,0.04738562091503268,0.40186915887850466,0.6807511737089202,0.5053902893734296
dip_steered_coherence,355,1570,229,424,41,383,188,0.09669811320754718,0.17903930131004367,0.12557427258805512,0.06699346405228758,0.5165094339622641,0.7860262008733624,0.6233840168892473
dip_steered_coherence,356,1475,222,410,47,363,175,0.11463414634146342,0.21171171171171171,0.14873417721518986,0.08034188034188035,0.5780487804878048,0.8018018018018018,0.6717836839339459
dip_steered_coherence,357,1675,243,367,26,341,217,0.07084468664850137,0.10699588477366255,0.08524590163934426,0.04452054794520548,0.3923705722070845,0.6831275720164609,0.49844652501199
dip_steered_coherence,358,1483,203,225,19,206,184,0.08444444444444445,0.09359605911330049,0.08878504672897196,0.04645476772616137,0.36444444444444446,0.45320197044334976,0.4040057837519413
dip_steered_coherence,359,1654,234,341,51,290,183,0.1495601173020528,0.21794871794871795,0.17739130434782607,0.09732824427480916,0.47214076246334313,0.7264957264957265,0.572330726443896
dip_steered_coherence,360,10870,1735,1940,424,1516,1311,0.21855670103092784,0.24438040345821327,0.2307482993197279,0.13042140879729314,0.7128865979381444,0.5095100864553314,0.5942799367597003
dip_steered_coherence,361,1586,216,558,104,454,112,0.1863799283154122,0.48148148148148145,0.268733850129199,0.15522388059701492,0.5089605734767025,0.7361111111111112,0.601815201311423
dip_steered_coherence,362,1602,217,570,80,490,137,0.14035087719298245,0.3686635944700461,0.20330368487928843,0.11315417256011315,0.48947368421052634,0.7419354838709677,0.5898249000413622
dip_steered_coherence,363,1181,151,294,49,245,102,0.16666666666666666,0.32450331125827814,0.2202247191011236,0.12373737373737374,0.54421768707483,0.5298013245033113,0.5369127516778524
dip_steered_coherence,364,1148,134,421,44,377,90,0.10451306413301663,0.3283582089552239,0.15855855855855855,0.08610567514677103,0.3990498812351544,0.40298507462686567,0.40100782389603495
dip_steered_coherence,365,540,50,424,50,374,0,0.1179245283018868,1.0,0.2109704641350211,0.1179245283018868,0.46226415094339623,1.0,0.6322580645161291
dip_steered_coherence,366,590,58,369,54,315,4,0.14634146341463414,0.9310344827586207,0.2529274004683841,0.1447721179624665,0.5474254742547425,1.0,0.7075306479859894
dip_steered_coherence,367,573,55,324,41,283,14,0.12654320987654322,0.7454545454545455,0.21635883905013192,0.12130177514792899,0.49074074074074076,1.0,0.6583850931677019
dip_steered_coherence,368,10249,1579,2006,489,1517,1090,0.24376869391824527,0.30968967701076633,0.27280334728033473,0.15794573643410853,0.7477567298105683,0.5573147561747942,0.6386406630251248
dip_steered_coherence,369,473,39,207,12,195,27,0.057971014492753624,0.3076923076923077,0.0975609756097561,0.05128205128205128,0.3864734299516908,1.0,0.5574912891986062
dip_steered_coherence,370,490,42,189,12,177,30,0.06349206349206349,0.2857142857142857,0.1038961038961039,0.0547945205479452,0.35978835978835977,0.9285714285714286,0.5186271633910238
dip_steered_coherence,371,490,42,205,18,187,24,0.08780487804878048,0.42857142857142855,0.145748987854251,0.07860262008733625,0.40487804878048783,0.9285714285714286,0.563888163051999
dip_steered_coherence,376,9881,1537,1743,346,1397,1191,0.1985083189902467,0.225113858165257,0.21097560975609755,0.11792774369461487,0.6672403901319564,0.5452179570592063,0.6000889733126241
hybrid_dsa,8,5299,876,4100,714,3386,162,0.17414634146341462,0.815068493150685,0.2869774919614148,0.16752698263725951,0.5453658536585366,0.9509132420091324,0.6931803210845628
hybrid_dsa,9,6027,839,797,214,583,625,0.2685069008782936,0.2550655542312277,0.2616136919315403,0.15049226441631505,0.6524466750313677,0.5625744934445769,0.604186770121507
hybrid_dsa,10,3259,459,434,95,339,364,0.21889400921658986,0.20697167755991286,0.2127659574468085,0.11904761904761904,0.49078341013824883,0.420479302832244,0.4529193682552099
hybrid_dsa,11,5944,830,1373,380,993,450,0.2767662053896577,0.4578313253012048,0.34498411257376305,0.20844761382336807,0.6831755280407866,0.6578313253012048,0.6702639317680039
hybrid_dsa,12,4423,615,854,204,650,411,0.2388758782201405,0.33170731707317075,0.27773995915588834,0.16126482213438736,0.6194379391100703,0.6699186991869919,0.6436901103542175
hybrid_dsa,13,7592,1139,3149,662,2487,477,0.2102254684026675,0.5812115891132572,0.3087686567164179,0.1825703254274683,0.6109876151159098,0.8182616330114135,0.6995948738116194
hybrid_dsa,14,4895,713,1196,271,925,442,0.2265886287625418,0.3800841514726508,0.28391828182294393,0.16544566544566544,0.5811036789297659,0.6577840112201964,0.617070799718683
hybrid_dsa,15,6640,988,1385,448,937,540,0.3234657039711191,0.4534412955465587,0.3775811209439528,0.23272727272727273,0.7285198555956679,0.6862348178137652,0.7067454163959086
hybrid_dsa,16,6131,1008,2611,712,1899,296,0.27269245499808503,0.7063492063492064,0.39347886156396794,0.24492604059167528,0.6959019532746075,0.9484126984126984,0.802768799339688
hybrid_dsa,17,4955,728,1294,337,957,391,0.2604327666151468,0.46291208791208793,0.3333333333333333,0.2,0.6777434312210201,0.7802197802197802,0.7253802109726761
hybrid_dsa,18,2888,396,748,185,563,211,0.24732620320855614,0.4671717171717172,0.32342657342657344,0.19290928050052136,0.5641711229946524,0.7853535353535354,0.6566368139290539
hybrid_dsa,19,5976,1057,874,280,594,777,0.32036613272311215,0.26490066225165565,0.29000517866390474,0.16959418534221685,0.8329519450800915,0.5695364238410596,0.6765068182309338
hybrid_dsa,20,3661,659,658,173,485,486,0.2629179331306991,0.26251896813353565,0.2627182991647684,0.15122377622377622,0.743161094224924,0.6160849772382397,0.6736828532114917
hybrid_dsa,21,8272,1351,920,251,669,1100,0.2728260869565217,0.1857883049592894,0.22104799647732276,0.12425742574257426,0.7195652173913043,0.37823834196891193,0.4958394467644131
hybrid_dsa,22,5335,822,580,166,414,656,0.28620689655172415,0.20194647201946472,0.23680456490727533,0.1343042071197411,0.6603448275862069,0.4610705596107056,0.5430022856245067
hybrid_dsa,23,8769,1384,442,145,297,1239,0.32805429864253394,0.10476878612716763,0.1588170865279299,0.08625817965496728,0.7782805429864253,0.2817919075144509,0.41377013181675193
hybrid_dsa,24,9240,1393,2781,669,2112,724,0.2405609492988134,0.48025843503230436,0.32055582175371344,0.19087018544935805,0.6878820568140956,0.6575735821966978,0.6723864468108987
hybrid_dsa,25,6216,939,639,195,444,744,0.3051643192488263,0.20766773162939298,0.24714828897338403,0.14099783080260303,0.7386541471048513,0.4494142705005325,0.5588259224033689
hybrid_dsa,26,4368,583,482,134,348,449,0.27800829875518673,0.22984562607204118,0.2516431924882629,0.1439312567132116,0.6514522821576764,0.47684391080617494,0.550637422805922
hybrid_dsa,27,10151,1598,783,248,535,1350,0.3167305236270754,0.15519399249061328,0.20831583368332635,0.11626816690107829,0.7905491698595147,0.3172715894868586,0.45281475287903195
hybrid_dsa,28,4191,556,556,146,410,410,0.26258992805755393,0.26258992805755393,0.26258992805755393,0.15113871635610765,0.6726618705035972,0.4856115107913669,0.5640332454533268
hybrid_dsa,29,8859,1424,838,252,586,1172,0.30071599045346065,0.17696629213483145,0.22281167108753316,0.1253731343283582,0.7708830548926014,0.3061797752808989,0.43828232467524386
hybrid_dsa,30,1611,234,396,117,279,117,0.29545454545454547,0.5,0.37142857142857144,0.22807017543859648,0.7474747474747475,0.6452991452991453,0.6926390825972416
hybrid_dsa,31,5453,865,999,274,725,591,0.27427427427427425,0.31676300578034683,0.2939914163090129,0.17232704402515722,0.7377377377377378,0.522543352601156,0.6117682059550821
hybrid_dsa,32,6647,955,2801,553,2248,402,0.19742948946804711,0.5790575916230366,0.2944621938232162,0.1726506400249766,0.623348803998572,0.7057591623036649,0.6619990864353652
hybrid_dsa,33,8713,1378,1110,311,799,1067,0.2801801801801802,0.22568940493468795,0.25,0.14285714285714285,0.7414414414414414,0.37155297532656023,0.4950335229855957
hybrid_dsa,34,1469,182,440,76,364,106,0.17272727272727273,0.4175824175824176,0.24437299035369775,0.1391941391941392,0.5409090909090909,0.5714285714285714,0.5557501459427905
hybrid_dsa,35,6286,1021,1085,312,773,709,0.28755760368663597,0.30558276199804113,0.2962962962962963,0.17391304347826086,0.7714285714285715,0.4701273261508325,0.5842179998647643
hybrid_dsa,36,2595,297,725,92,633,205,0.12689655172413794,0.30976430976430974,0.18003913894324852,0.0989247311827957,0.5144827586206897,0.4107744107744108,0.45681645928595455
hybrid_dsa,37,9156,1430,1342,333,1009,1097,0.2481371087928465,0.23286713286713287,0.24025974025974026,0.13653136531365315,0.6855439642324889,0.3881118881118881,0.4956295106313792
hybrid_dsa,38,2261,239,1116,147,969,92,0.13172043010752688,0.6150627615062761,0.21697416974169742,0.1216887417218543,0.482078853046595,0.9330543933054394,0.635708040800106
hybrid_dsa,39,8299,1254,1594,345,1249,909,0.2164366373902133,0.2751196172248804,0.2422752808988764,0.1378345984818218,0.616060225846926,0.45215311004784686,0.5215316786138797
hybrid_dsa,40,7142,1168,3184,696,2488,472,0.2185929648241206,0.5958904109589042,0.31985294117647056,0.19037199124726478,0.5948492462311558,0.7157534246575342,0.6497245803050298
hybrid_dsa,41,11915,1937,1554,383,1171,1554,0.24646074646074645,0.1977284460505937,0.21942136923517616,0.12323037323037322,0.6087516087516087,0.34796076406814663,0.4428116138701395
hybrid_dsa,42,4439,703,949,165,784,538,0.17386722866174922,0.23470839260312945,0.19975786924939468,0.1109616677874916,0.5036880927291886,0.5689900426742532,0.5343513583759296
hybrid_dsa,43,9869,1608,1061,272,789,1336,0.2563619227144204,0.1691542288557214,0.20382165605095542,0.11347517730496454,0.70311027332705,0.35261194029850745,0.46967862288364964
hybrid_dsa,44,5856,964,967,244,723,720,0.25232678386763185,0.25311203319502074,0.2527187985499741,0.14463544754001187,0.6577042399172699,0.5217842323651453,0.581912769837336
hybrid_dsa,45,11208,1839,1134,327,807,1512,0.28835978835978837,0.17781402936378465,0.2199798183652876,0.1235827664399093,0.7663139329805997,0.38825448613376834,0.5153870785669876
hybrid_dsa,46,1983,396,402,78,324,318,0.19402985074626866,0.19696969696969696,0.19548872180451127,0.10833333333333334,0.6940298507462687,0.36363636363636365,0.477228992944195
hybrid_dsa,47,7466,1173,952,228,724,945,0.23949579831932774,0.19437340153452684,0.21458823529411764,0.12018977332630469,0.6775210084033614,0.3657289002557545,0.4750328971933737
hybrid_dsa,48,6845,1018,3389,656,2733,362,0.19356742401888463,0.6444007858546169,0.29770819151350125,0.17488669688083178,0.6087341398642667,0.7701375245579568,0.6799893212475641
hybrid_dsa,49,9160,1342,1048,309,739,1033,0.2948473282442748,0.23025335320417287,0.2585774058577406,0.14848630466122056,0.732824427480916,0.3472429210134128,0.4712078281844131
hybrid_dsa,50,1430,170,395,109,286,61,0.2759493670886076,0.6411764705882353,0.3858407079646018,0.23903508771929824,0.779746835443038,0.7058823529411765,0.7409783480352846
hybrid_dsa,51,5379,815,1053,365,688,450,0.3466286799620133,0.44785276073619634,0.39079229122055675,0.2428476380572189,0.792022792022792,0.7325153374233129,0.7611076844057901
hybrid_dsa,52,3223,397,493,129,364,268,0.2616632860040568,0.3249370277078086,0.2898876404494382,0.16951379763469118,0.7403651115618661,0.3904282115869018,0.5112506777516718
hybrid_dsa,53,9007,1272,1342,438,904,834,0.3263785394932936,0.3443396226415094,0.3351185921958684,0.20128676470588236,0.7727272727272727,0.4488993710691824,0.5678932896507342
hybrid_dsa,54,4261,579,597,173,424,406,0.2897822445561139,0.2987910189982729,0.2942176870748299,0.17248255234297108,0.7554438860971524,0.32642487046632124,0.4558698477385402
hybrid_dsa,55,8288,1229,1282,478,804,751,0.37285491419656785,0.3889340927583401,0.3807248108323377,0.23512051155927202,0.8127925117004681,0.5549227013832384,0.6595481456113436
hybrid_dsa,56,11142,1587,4868,876,3992,711,0.1799506984387839,0.5519848771266541,0.27141750580945007,0.15701738662842804,0.5745686113393591,0.6433522369250158,0.6070181028575947
hybrid_dsa,57,11748,1807,1227,517,710,1290,0.4213528932355338,0.28610957387935804,0.34080421885299933,0.20540325784664282,0.8418907905460473,0.41505257332595463,0.5559979059026919
hybrid_dsa,58,6492,835,458,166,292,669,0.3624454148471616,0.19880239520958085,0.25676720804331016,0.14729370008873113,0.8253275109170306,0.23952095808383234,0.3712889521891805
hybrid_dsa,59,13076,1947,1070,417,653,1530,0.3897196261682243,0.21417565485362094,0.27643354325488895,0.16038461538461538,0.7691588785046729,0.38315356959424757,0.5115035776457645
hybrid_dsa,60,7946,985,451,113,338,872,0.25055432372505543,0.11472081218274112,0.1573816155988858,0.0854119425547997,0.6651884700665188,0.23248730964467004,0.34455174419916795
hybrid_dsa,61,13200,1937,1013,402,611,1535,0.39684106614017767,0.20753742901393907,0.2725423728813559,0.1577708006279435,0.824284304047384,0.33092410944759937,0.47225339784923465
hybrid_dsa,62,7044,928,390,154,236,774,0.39487179487179486,0.16594827586206898,0.2336874051593323,0.1323024054982818,0.8512820512820513,0.25323275862068967,0.39034787089802025
hybrid_dsa,63,11917,1789,936,363,573,1426,0.38782051282051283,0.2029066517607602,0.26642201834862383,0.15368331922099915,0.7895299145299145,0.3292342090553382,0.46469179955961826
hybrid_dsa,64,15841,2207,7219,1321,5898,886,0.1829893337027289,0.5985500679655641,0.2802885635476342,0.16298581122763725,0.5741792492034908,0.7036701404621658,0.6323637139165431
hybrid_dsa,65,11138,1557,885,280,605,1277,0.3163841807909605,0.1798330122029544,0.22932022932022933,0.12950971322849214,0.7581920903954802,0.32113037893384716,0.451169173647686
hybrid_dsa,66,6149,796,358,115,243,681,0.32122905027932963,0.1444723618090452,0.19930675909878684,0.11068334937439846,0.7988826815642458,0.2449748743718593,0.37496722314483
hybrid_dsa,67,11082,1645,801,240,561,1405,0.299625468164794,0.1458966565349544,0.19623875715453803,0.10879419764279238,0.7365792759051186,0.30455927051671733,0.4309360127302455
hybrid_dsa,68,7886,1242,436,127,309,1115,0.29128440366972475,0.10225442834138486,0.15137067938021453,0.08188265635074146,0.6743119266055045,0.22302737520128824,0.33519097793875535
hybrid_dsa,69,10325,1731,814,289,525,1442,0.35503685503685506,0.16695551704217215,0.22711198428290766,0.12810283687943264,0.7493857493857494,0.31369150779896016,0.4422556198227933
hybrid_dsa,70,5811,1024,324,131,193,893,0.404320987654321,0.1279296875,0.1943620178041543,0.1076417419884963,0.8518518518518519,0.208984375,0.3356290487555404
hybrid_dsa,71,8946,1556,538,191,347,1365,0.3550185873605948,0.12275064267352186,0.18242597898758356,0.10036784025223332,0.7379182156133829,0.2802056555269923,0.40617622902733785
hybrid_dsa,72,15013,2575,7010,1331,5679,1244,0.1898716119828816,0.5168932038834951,0.27772561293688053,0.16125514901865762,0.5914407988587732,0.5833009708737864,0.5873426842858067
hybrid_dsa,73,8447,1524,731,215,516,1309,0.29411764705882354,0.1410761154855643,0.19068736141906872,0.1053921568627451,0.7031463748290013,0.2795275590551181,0.40002849986572175
hybrid_dsa,74,4877,998,323,90,233,908,0.2786377708978328,0.09018036072144289,0.13626040878122633,0.07311129163281885,0.7585139318885449,0.11823647294589178,0.20458276721014493
hybrid_dsa,75,7258,1360,761,207,554,1153,0.2720105124835742,0.15220588235294116,0.19519094766619519,0.10815047021943573,0.7450722733245729,0.25441176470588234,0.3793060112564843
hybrid_dsa,76,8057,1609,507,138,369,1471,0.27218934911242604,0.08576755748912368,0.13043478260869565,0.06976744186046512,0.6785009861932939,0.19080174021131138,0.2978459976450515
hybrid_dsa,77,6660,1293,862,246,616,1047,0.2853828306264501,0.1902552204176334,0.2283062645011601,0.1288632792037716,0.7296983758700696,0.2822892498066512,0.40709194832644313
hybrid_dsa,78,4717,857,401,131,270,726,0.3266832917705736,0.1528588098016336,0.2082670906200318,0.11623779946761313,0.8753117206982544,0.16686114352392065,0.28029038112522686
hybrid_dsa,79,5746,939,891,289,602,650,0.32435465768799104,0.3077742279020234,0.3158469945355191,0.18754055807916936,0.7598204264870931,0.42705005324813633,0.5467847741275376
hybrid_dsa,80,15016,2261,7958,1467,6491,794,0.1843427996984167,0.648827952233525,0.2871122419023388,0.16761882998171845,0.5735109323950741,0.7386112339672711,0.6456740512880984
hybrid_dsa,81,4228,613,1070,272,798,341,0.2542056074766355,0.4437194127243067,0.32323232323232326,0.1927710843373494,0.7214953271028037,0.6508972267536705,0.6843804364972683
hybrid_dsa,82,2005,297,440,156,284,141,0.35454545454545455,0.5252525252525253,0.4233378561736771,0.2685025817555938,0.884090909090909,0.7138047138047138,0.7898741936565251
hybrid_dsa,83,3828,612,1051,294,757,318,0.2797335870599429,0.4803921568627451,0.35357787131689716,0.21475529583637692,0.7126546146527117,0.7303921568627451,0.7214143732122368
hybrid_dsa,84,5559,855,863,284,579,571,0.3290845886442642,0.3321637426900585,0.33061699650756693,0.19804741980474197,0.7207415990730012,0.5005847953216375,0.5908204186982758
hybrid_dsa,85,3872,594,1178,335,843,259,0.2843803056027165,0.563973063973064,0.3781038374717833,0.23312456506610996,0.6969439728353141,0.7828282828282829,0.7373938136683392
hybrid_dsa,86,1922,284,481,174,307,110,0.36174636174636177,0.6126760563380281,0.4549019607843137,0.29441624365482233,0.8336798336798337,0.7852112676056338,0.8087199916797425
hybrid_dsa,87,3887,577,1076,342,734,235,0.31784386617100374,0.5927209705372617,0.41379310344827586,0.2608695652173913,0.7444237918215614,0.7677642980935875,0.755913915502559
hybrid_dsa,88,14811,2358,8683,1626,7057,732,0.18726246688932396,0.6895674300254453,0.2945385381758899,0.17270313329792883,0.5680064493838535,0.7921967769296013,0.661625953787321
hybrid_dsa,89,5312,762,1394,326,1068,436,0.23385939741750358,0.42782152230971127,0.30241187384044527,0.17814207650273223,0.6571018651362984,0.7454068241469817,0.6984744097130859
hybrid_dsa,90,3477,466,822,210,612,256,0.25547445255474455,0.45064377682403434,0.32608695652173914,0.19480519480519481,0.6447688564476886,0.7274678111587983,0.6836263740444944
hybrid_dsa,91,5595,794,1318,317,1001,477,0.24051593323216997,0.3992443324937028,0.3001893939393939,0.1766016713091922,0.669195751138088,0.7531486146095718,0.7086945538780709
hybrid_dsa,92,6369,1157,842,249,593,908,0.29572446555819476,0.21521175453759722,0.24912456228114058,0.1422857142857143,0.6828978622327792,0.4312878133102852,0.52868302327274
hybrid_dsa,93,5923,892,1200,327,873,565,0.2725,0.3665919282511211,0.31261950286806883,0.18526912181303115,0.6666666666666666,0.6827354260089686,0.6746053724729992
hybrid_dsa,94,3785,546,742,213,529,333,0.28706199460916443,0.3901098901098901,0.3307453416149068,0.19813953488372094,0.6293800539083558,0.5842490842490843,0.6059754311747478
hybrid_dsa,95,6033,917,1214,408,806,509,0.33607907742998355,0.44492911668484186,0.3829188174565932,0.236796285548462,0.6688632619439868,0.6510359869138496,0.6598292320068165
hybrid_dsa,96,13426,2167,7733,1408,6325,759,0.18207681365576103,0.649746192893401,0.28444444444444444,0.16580310880829016,0.5609724557092978,0.6811259806183664,0.6152377344980295
hybrid_dsa,97,5175,842,607,283,324,559,0.46622734761120266,0.336104513064133,0.39061421670117324,0.24271012006861065,0.7627677100494233,0.5308788598574822,0.6260400045373766
hybrid_dsa,98,3075,521,406,194,212,327,0.47783251231527096,0.3723608445297505,0.418554476806904,0.2646657571623465,0.729064039408867,0.5143953934740882,0.6031997080114362
hybrid_dsa,99,6251,984,969,352,617,632,0.3632610939112487,0.35772357723577236,0.3604710701484895,0.2198625858838226,0.6790505675954592,0.608739837398374,0.6419757912473542
hybrid_dsa,100,5643,978,552,160,392,818,0.2898550724637681,0.16359918200409,0.20915032679738563,0.11678832116788321,0.6811594202898551,0.2474437627811861,0.3630154474658496
hybrid_dsa,101,4441,664,402,137,265,527,0.3407960199004975,0.2063253012048193,0.2570356472795497,0.147470398277718,0.7114427860696517,0.46987951807228917,0.5659630606860159
hybrid_dsa,102,2275,347,344,106,238,241,0.3081395348837209,0.30547550432276654,0.3068017366136035,0.1811965811965812,0.6744186046511628,0.5187319884726225,0.5864180194349266
hybrid_dsa,103,5418,799,859,225,634,574,0.2619324796274738,0.2816020025031289,0.27141133896260555,0.15701325889741802,0.5925494761350407,0.509386733416771,0.5478299731324969
hybrid_dsa,104,14871,2351,8727,1476,7251,875,0.1691302853214163,0.6278179498085921,0.26647409279653367,0.15371797542178714,0.5403918872464765,0.6763079540621012,0.6007584109854944
hybrid_dsa,105,4039,610,391,123,268,487,0.3145780051150895,0.20163934426229507,0.24575424575424576,0.14009111617312073,0.710997442455243,0.36885245901639346,0.48572149637941414
hybrid_dsa,106,2153,333,306,94,212,239,0.30718954248366015,0.2822822822822823,0.2942097026604069,0.1724770642201835,0.7516339869281046,0.4894894894894895,0.5928772495809217
hybrid_dsa,107,5102,765,971,204,767,561,0.21009268795056643,0.26666666666666666,0.2350230414746544,0.13315926892950392,0.607621009268795,0.5790849673202615,0.5930098933299148
hybrid_dsa,108,6176,1009,501,124,377,885,0.24750499001996007,0.12289395441030723,0.16423841059602648,0.08946608946608947,0.654690618762475,0.30525272547076315,0.41637060544862553
hybrid_dsa,109,4511,626,651,163,488,463,0.250384024577573,0.26038338658146964,0.2552858261550509,0.14631956912028726,0.663594470046083,0.5910543130990416,0.625227360737881
hybrid_dsa,110,2971,517,563,172,391,345,0.30550621669627,0.33268858800773693,0.31851851851851853,0.1894273127753304,0.7584369449378331,0.6692456479690522,0.7110552824281626
hybrid_dsa,111,5973,937,1273,342,931,595,0.26865671641791045,0.3649946638207044,0.3095022624434389,0.18308351177730192,0.6457187745483111,0.6520811099252934,0.6488843468773275
hybrid_dsa,112,16452,2547,8429,1565,6864,982,0.18566852532922054,0.6144483706321162,0.28516763848396504,0.16629476144936775,0.559141060624036,0.7711032587357676,0.6482350462472435
hybrid_dsa,113,6344,1013,1759,433,1326,580,0.24616259238203525,0.42744323790720634,0.3124098124098124,0.1851218469431381,0.6446844798180784,0.7620927936821322,0.6984892427863038
hybrid_dsa,114,4113,666,1527,392,1135,274,0.25671250818598557,0.5885885885885885,0.35750113999088007,0.21765685730149917,0.6516044531761624,0.8873873873873874,0.7514342286600385
hybrid_dsa,115,5294,859,1284,384,900,475,0.29906542056074764,0.4470314318975553,0.3583761082594494,0.21830585559977259,0.705607476635514,0.719441210710128,0.7124571978271574
hybrid_dsa,116,5809,909,770,245,525,664,0.3181818181818182,0.26952695269526955,0.29184038117927336,0.1708507670850767,0.6805194805194805,0.5434543454345434,0.6043123815215666
hybrid_dsa,117,3486,515,796,206,590,309,0.25879396984924624,0.4,0.3142639206712433,0.18642533936651584,0.6105527638190955,0.6155339805825243,0.613033253618027
hybrid_dsa,118,1553,250,635,216,419,34,0.3401574803149606,0.864,0.488135593220339,0.32286995515695066,0.6929133858267716,1.0,0.8186046511627907
hybrid_dsa,119,5454,873,1265,398,867,475,0.31462450592885377,0.4558991981672394,0.372310570626754,0.22873563218390805,0.7280632411067194,0.6758304696449027,0.700975178391404
hybrid_dsa,120,14861,2292,8274,1564,6710,728,0.1890258641527677,0.6823734729493892,0.29604391444255157,0.1737391690735392,0.5819434372733865,0.7508726003490401,0.6557024670576692
hybrid_dsa,121,4342,759,902,361,541,398,0.40022172949002216,0.4756258234519104,0.43467790487658037,0.2776923076923077,0.7904656319290465,0.6824769433465085,0.7325126958170494
hybrid_dsa,122,2283,437,731,324,407,113,0.4432284541723666,0.7414187643020596,0.5547945205479452,0.38388625592417064,0.8331053351573188,1.0,0.908955223880597
hybrid_dsa,123,5814,1067,1335,559,776,508,0.41872659176029964,0.5238987816307404,0.46544546211490423,0.30330982094411285,0.8449438202247191,0.7225866916588566,0.7789898251615305
hybrid_dsa,124,6217,1063,828,339,489,724,0.40942028985507245,0.31890874882408277,0.3585404547858276,0.2184278350515464,0.7693236714975845,0.4656632173095014,0.580161197286822
hybrid_dsa,125,4425,760,1048,422,626,338,0.4026717557251908,0.5552631578947368,0.4668141592920354,0.30447330447330445,0.8148854961832062,0.7407894736842106,0.7760729066456615
hybrid_dsa,126,2564,476,758,358,400,118,0.47229551451187335,0.7521008403361344,0.580226904376013,0.408675799086758,0.9116094986807388,0.9159663865546218,0.9137827492705535
hybrid_dsa,127,6160,1061,1340,564,776,497,0.4208955223880597,0.5315739868049011,0.4698042482299042,0.3070223189983669,0.8768656716417911,0.7266729500471254,0.7947355377519667
hybrid_dsa,128,14001,2278,8091,1605,6486,673,0.19836855765665554,0.7045654082528534,0.3095766226251326,0.18313555454130534,0.5860833024348041,0.7805092186128183,0.6694657161956885
hybrid_dsa,129,4304,691,864,358,506,333,0.41435185185185186,0.5180897250361794,0.4604501607717042,0.29908103592314117,0.8935185185185185,0.7076700434153401,0.7898086506797442
hybrid_dsa,130,2548,445,616,303,313,142,0.49188311688311687,0.6808988764044944,0.5711592836946278,0.3997361477572559,0.913961038961039,0.9168539325842696,0.9154052002239654
hybrid_dsa,131,6293,1025,1101,492,609,533,0.44686648501362397,0.48,0.4628410159924741,0.3011015911872705,0.9191643960036331,0.72,0.8074826011791303
hybrid_dsa,132,5986,1018,652,349,303,669,0.5352760736196319,0.3428290766208251,0.4179640718562874,0.26419379258137776,0.9340490797546013,0.468565815324165,0.6240679036613582
hybrid_dsa,133,4360,702,707,354,353,348,0.5007072135785007,0.5042735042735043,0.5024840312278211,0.3355450236966825,0.917963224893918,0.7364672364672364,0.8172599032780955
hybrid_dsa,134,2793,487,441,226,215,261,0.5124716553287982,0.46406570841889117,0.4870689655172414,0.32193732193732194,0.9501133786848073,0.7823408624229979,0.8581034955412096
hybrid_dsa,135,6612,1097,832,391,441,706,0.4699519230769231,0.35642661804922515,0.40539139450492484,0.2542262678803641,0.8858173076923077,0.6964448495897904,0.7797985925158071
hybrid_dsa,136,12854,2085,7171,1379,5792,706,0.19230232882443174,0.6613908872901678,0.2979688850475367,0.17506664973974864,0.5745363268721239,0.765947242206235,0.6565757690227667
hybrid_dsa,137,4602,749,504,263,241,486,0.5218253968253969,0.35113484646194926,0.4197924980047885,0.26565656565656565,0.9404761904761905,0.6061415220293725,0.7371720431212555
hybrid_dsa,138,2569,455,305,169,136,286,0.5540983606557377,0.37142857142857144,0.44473684210526315,0.2859560067681895,0.940983606557377,0.6659340659340659,0.7799192825112108
hybrid_dsa,139,6527,1122,656,353,303,769,0.538109756097561,0.3146167557932264,0.39707536557930256,0.24771929824561403,0.9100609756097561,0.6648841354723708,0.7683888165215966
hybrid_dsa,140,5684,1022,444,163,281,859,0.36711711711711714,0.15949119373776907,0.22237380627557982,0.12509593246354567,0.6734234234234234,0.4246575342465753,0.5208620156781208
hybrid_dsa,141,5242,877,476,199,277,678,0.4180672268907563,0.22690992018244013,0.29416112342941614,0.17244367417677642,0.7037815126050421,0.6043329532497149,0.6502769766057777
hybrid_dsa,142,3468,604,295,93,202,511,0.3152542372881356,0.15397350993377484,0.20689655172413793,0.11538461538461539,0.5491525423728814,0.4420529801324503,0.4898167179086477
